Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Polished Sandstone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - White Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - Oak Bark
appliedenergistics2:facade:0, Cable Facade - Sturdy Stone
appliedenergistics2:facade:0, Cable Facade - Iron Plate
appliedenergistics2:facade:0, Cable Facade - Sandy Bricks
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Charred Nether Brick
appliedenergistics2:facade:0, Cable Facade - Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Midori Block
appliedenergistics2:facade:0, Cable Facade - Midori Pillar
appliedenergistics2:facade:0, Cable Facade - Magma Bricks
appliedenergistics2:facade:0, Cable Facade - Vertical Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Vertical White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Duskbound Block
appliedenergistics2:facade:0, Cable Facade - Duskbound Lantern
appliedenergistics2:facade:0, Cable Facade - Granite Pavement
appliedenergistics2:facade:0, Cable Facade - Sugar Cane Block
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Oak Wood
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Netherwrought Stone
appliedenergistics2:facade:0, Cable Facade - White Quilted Wool
appliedenergistics2:facade:0, Cable Facade - Sugar Block
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - White Cave Crystal
appliedenergistics2:facade:0, Cable Facade - Brimstone
appliedenergistics2:facade:0, Cable Facade - Glowcelium
appliedenergistics2:facade:0, Cable Facade - Ender Biotite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Biotite
appliedenergistics2:facade:0, Cable Facade - Chiseled Biotite Block
appliedenergistics2:facade:0, Cable Facade - Pillar Biotite Block
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Lit Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Blaze Lantern
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Kitchen Floor
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Cable Facade - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wired Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Industrial Insulation
appliedenergistics2:facade:0, Cable Facade - Confusion Charge
appliedenergistics2:facade:0, Cable Facade - Concussion Charge
appliedenergistics2:facade:0, Cable Facade - Ender Charge
appliedenergistics2:facade:0, Cable Facade - Crude Steel Block
appliedenergistics2:facade:0, Cable Facade - Wireless Charging Antenna Extension
appliedenergistics2:facade:0, Cable Facade - Creative Tab Block
appliedenergistics2:facade:0, Cable Facade - End Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Iridium Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Mithril Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Osmium Ore
appliedenergistics2:facade:0, Cable Facade - End Uranium Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - End Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - End Zinc Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mithril Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ardite Ore
appliedenergistics2:facade:0, Cable Facade - End Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - End Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Thunder Stone Ore
appliedenergistics2:facade:0, Cable Facade - Leaf Stone Ore
appliedenergistics2:facade:0, Cable Facade - Water Stone Ore
appliedenergistics2:facade:0, Cable Facade - Fire Stone Ore
appliedenergistics2:facade:0, Cable Facade - Dawn/Dusk Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Fossil
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Ruins Wall
appliedenergistics2:facade:0, Cable Facade - Dusty Ruins Wall
appliedenergistics2:facade:0, Cable Facade - Temple Brick
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Timed Fall
appliedenergistics2:facade:0, Cable Facade - Sun Stone Ore
appliedenergistics2:facade:0, Cable Facade - Unown Block 'A'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'B'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'C'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'D'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'E'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'F'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'G'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'H'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'I'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'J'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'K'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'L'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'M'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'N'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'O'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'P'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'Q'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'R'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'S'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'T'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'U'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'V'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'W'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'X'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'Y'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'Z'
appliedenergistics2:facade:0, Cable Facade - Unown Block '!'
appliedenergistics2:facade:0, Cable Facade - Unown Block '?'
appliedenergistics2:facade:0, Cable Facade - Blank Unown Block
appliedenergistics2:facade:0, Cable Facade - Braille Block A
appliedenergistics2:facade:0, Cable Facade - Braille Block B
appliedenergistics2:facade:0, Cable Facade - Braille Block C
appliedenergistics2:facade:0, Cable Facade - Braille Block D
appliedenergistics2:facade:0, Cable Facade - Braille Block E
appliedenergistics2:facade:0, Cable Facade - Braille Block F
appliedenergistics2:facade:0, Cable Facade - Braille Block G
appliedenergistics2:facade:0, Cable Facade - Braille Block H
appliedenergistics2:facade:0, Cable Facade - Braille Block I
appliedenergistics2:facade:0, Cable Facade - Braille Block J
appliedenergistics2:facade:0, Cable Facade - Braille Block K
appliedenergistics2:facade:0, Cable Facade - Braille Block L
appliedenergistics2:facade:0, Cable Facade - Braille Block M
appliedenergistics2:facade:0, Cable Facade - Braille Block N
appliedenergistics2:facade:0, Cable Facade - Braille Block O
appliedenergistics2:facade:0, Cable Facade - Braille Block P
appliedenergistics2:facade:0, Cable Facade - Braille Block Q
appliedenergistics2:facade:0, Cable Facade - Braille Block R
appliedenergistics2:facade:0, Cable Facade - Braille Block S
appliedenergistics2:facade:0, Cable Facade - Braille Block T
appliedenergistics2:facade:0, Cable Facade - Braille Block U
appliedenergistics2:facade:0, Cable Facade - Braille Block V
appliedenergistics2:facade:0, Cable Facade - Braille Block W
appliedenergistics2:facade:0, Cable Facade - Braille Block X
appliedenergistics2:facade:0, Cable Facade - Braille Block Y
appliedenergistics2:facade:0, Cable Facade - Braille Block Z
appliedenergistics2:facade:0, Cable Facade - Braille Block .
appliedenergistics2:facade:0, Cable Facade - Braille Block ,
appliedenergistics2:facade:0, Cable Facade - Braille Block _
appliedenergistics2:facade:0, Cable Facade - PokéGrass
appliedenergistics2:facade:0, Cable Facade - PokéDirt
appliedenergistics2:facade:0, Cable Facade - PokéSand
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 1
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 2
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 3
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 4
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 1
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 2
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 3
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 4
appliedenergistics2:facade:0, Cable Facade - Ruby Block
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Block
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Amethyst Block
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Crystal Block
appliedenergistics2:facade:0, Cable Facade - Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Shingles
appliedenergistics2:facade:0, Cable Facade - Shingles Corner 1
appliedenergistics2:facade:0, Cable Facade - Shingles Corner 2
appliedenergistics2:facade:0, Cable Facade - Outside Wall
appliedenergistics2:facade:0, Cable Facade - Inside Wall
appliedenergistics2:facade:0, Cable Facade - Inside Wall Molding
appliedenergistics2:facade:0, Cable Facade - Tree Top
appliedenergistics2:facade:0, Cable Facade - Tree Bottom
appliedenergistics2:facade:0, Cable Facade - Wooden Flooring
appliedenergistics2:facade:0, Cable Facade - Poké Mart Sign
appliedenergistics2:facade:0, Cable Facade - PokéCenter Sign
appliedenergistics2:facade:0, Cable Facade - Sandy Grass
appliedenergistics2:facade:0, Cable Facade - Rock
appliedenergistics2:facade:0, Cable Facade - Cave Rock
appliedenergistics2:facade:0, Cable Facade - Bridge Block
appliedenergistics2:facade:0, Cable Facade - Spawner Cave Rock
appliedenergistics2:facade:0, Cable Facade - Compact Giant Chance Cube
appliedenergistics2:facade:0, Cable Facade - Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Fabric
